ï»¿POL_NO,CLAIMANT_COUNTRY_Anonymized,CLM_NO,Make,VEHICLE_MODEL,Policy From Year,Accident  Year,Body Type,SI Band,Claim Amount
Policy Number 15070,Country 091,Claim Number 6051,MITSUBISHI,ROSA,2019,2020,4. Buses, 50K to 75K ," 2,100.00 "
Policy Number 15301,Country 091,Claim Number 8644,TOYOTA,HILUX,2019,2020,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ," 1,300.00 "
Policy Number 15301,Country 118,Claim Number 8619,MERCEDES,,2019,2020,3B. Heavy Trucks over 3 Tons, 250K+ ," 28,000.00 "
Policy Number 16056,Country 098,Claim Number 12416,KIA,RIO,2019,2019,1. Saloon, 0 to 25K ," 6,900.00 "
Policy Number 19125,Country 053,Claim Number 23561,MERCEDES,2040,2018,2019,3B. Heavy Trucks over 3 Tons, 150K to 200K ,"-1,500.00 "
Policy Number 19196,Country 053,Claim Number 24232,NISSAN,URVAN,2019,2019,4. Buses, 250K+ , 600.00 
Policy Number 19196,Not Available,Claim Number 24254,NISSAN,X-TRAIL,2019,2020,2. Four Wheel Drive, 250K+ ," 1,900.00 "
Policy Number 19196,Not Available,Claim Number 24251,NISSAN,URVAN,2019,2019,4. Buses, 250K+ , 850.00 
Policy Number 19196,Not Available,Claim Number 24231,NISSAN,URVAN,2019,2019,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ," 8,900.00 "
Policy Number 19196,Not Available,Claim Number 24231,NISSAN,URVAN,2019,2019,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ,-500.00 
Policy Number 16296,Country 053,Claim Number 12356,NISSAN,ALTIMA,2019,2019,1. Saloon, 0 to 25K ," 9,400.00 "
Policy Number 18986,Country 053,Claim Number 21413,MITSUBISHI,MONTERO,2019,2019,2. Four Wheel Drive, 50K to 75K , 300.00 
Policy Number 17022,Country 053,Claim Number 12487,FORD,ECOSPORT,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,600.00 "
Policy Number 17095,Country 062,Claim Number 13011,MERCEDES BENZ,M-CLASS,2019,2020,2. Four Wheel Drive, 0 to 25K ," 3,700.00 "
Policy Number 15337,Country 091,Claim Number 10793,VOLVO,FH 440,2017,2018,3B. Heavy Trucks over 3 Tons, 200K to 250K , 800.00 
Policy Number 19190,Country 053,Claim Number 24195,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 250K+ ," 2,200.00 "
Policy Number 19190,Country 053,Claim Number 24195,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 250K+ ,-500.00 
Policy Number 19196,Country 053,Claim Number 24260,NISSAN,SUNNY,2019,2020,1. Saloon, 250K+ ," 2,100.00 "
Policy Number 19196,Country 053,Claim Number 24260,NISSAN,SUNNY,2019,2020,1. Saloon, 250K+ ,-500.00 
Policy Number 19196,Country 102,Claim Number 24250,NISSAN,KICKS,2019,2020,2. Four Wheel Drive, 250K+ ," 4,400.00 "
Policy Number 19196,Country 092,Claim Number 24245,NISSAN,ALTIMA,2019,2020,1. Saloon, 250K+ ," 1,500.00 "
Policy Number 19196,Country 092,Claim Number 24245,NISSAN,ALTIMA,2019,2020,1. Saloon, 250K+ ,-500.00 
Policy Number 19196,Country 053,Claim Number 24246,NISSAN,URVAN,2019,2020,4. Buses, 250K+ ," 1,100.00 "
Policy Number 18544,Country 053,Claim Number 20010,HONDA,CIVIC,2019,2019,1. Saloon, 25K to 50K ," 11,460.00 "
Policy Number 17860,Country 091,Claim Number 21661,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 100K to 150K ," 4,590.00 "
Policy Number 15897,Country 038,Claim Number 12814,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,936.00 "
Policy Number 15240,Country 091,Claim Number 6228,DAEWOO,BF106,2019,2019,4. Buses, 0 to 25K ," 1,541.00 "
Policy Number 17273,Country 091,Claim Number 12628,FORD,EXPLORER,2019,2020,2. Four Wheel Drive, 25K to 50K , 600.00 
Policy Number 15148,Country 091,Claim Number 5895,MITSUBISHI,ROSA,2019,2019,4. Buses, 25K to 50K ," 1,500.00 "
Policy Number 17676,Country 053,Claim Number 21012,HYUNDAI,SANTA FE,2018,2019,2. Four Wheel Drive, 25K to 50K ," 2,200.00 "
Policy Number 17012,Country 091,Claim Number 13152,TOYOTA,COROLLA,2019,2020,1. Saloon, 0 to 25K , 900.00 
Policy Number 18698,Country 053,Claim Number 20931,FORD,EDGE,2019,2019,2. Four Wheel Drive, 25K to 50K ," 73,884.00 "
Policy Number 19196,Country 091,Claim Number 24237,NISSAN,SENTRA,2019,2019,1. Saloon, 250K+ ," 1,700.00 "
Policy Number 19125,Country 053,Claim Number 23561,MERCEDES,2040,2018,2019,3B. Heavy Trucks over 3 Tons, 150K to 200K ," 14,800.00 "
Policy Number 15774,Country 053,Claim Number 12830,NISSAN,PATROL,2019,2019,2. Four Wheel Drive, 75K to 100K ," 3,000.00 "
Policy Number 15063,Country 053,Claim Number 6047,MITSUBISHI,ROSA,2019,2019,4. Buses, 0 to 25K ," 4,000.00 "
Policy Number 15955,Country 053,Claim Number 12684,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,500.00 "
Policy Number 16092,Not Available,Claim Number 12472,CHEVROLET,IMPALA,2019,2019,1. Saloon, 50K to 75K ," 3,000.00 "
Policy Number 16183,Country 094,Claim Number 12712,HONDA,CRV,2019,2019,2. Four Wheel Drive, 0 to 25K ," 9,900.00 "
Policy Number 15618,Country 053,Claim Number 13150,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 4,165.00 "
Policy Number 19196,Country 094,Claim Number 24243,MAZDA,3,2019,2019,1. Saloon, 250K+ ," 1,600.00 "
Policy Number 19196,Country 094,Claim Number 24243,MAZDA,3,2019,2019,1. Saloon, 250K+ ,-500.00 
Policy Number 16568,Country 008,Claim Number 13122,TOYOTA,RAV 4,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,600.00 "
Policy Number 15108,Country 091,Claim Number 6043,HIGER,KLQ6798,2019,2019,4. Buses, 100K to 150K ," 4,500.00 "
Policy Number 16200,Country 053,Claim Number 13121,TOYOTA,RAV 4,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,200.00 "
Policy Number 15336,Country 136,Claim Number 10253,AUDI,Q7,2017,2018,2. Four Wheel Drive, 200K to 250K ," 5,400.00 "
Policy Number 15075,Country 091,Claim Number 5903,ASHOK LEYLAND,OYSTER,2019,2019,4. Buses, 150K to 200K ," 2,600.00 "
Policy Number 15786,Country 022,Claim Number 12132,CADILLAC,CTS,2019,2019,1. Saloon, 25K to 50K ," 4,000.00 "
Policy Number 16032,Country 091,Claim Number 11998,TOYOTA,FORTUNER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 3,000.00 "
Policy Number 17686,Country 053,Claim Number 21197,NISSAN,PATHFINDER,2018,2019,2. Four Wheel Drive, 0 to 25K ," 11,730.00 "
Policy Number 19219,Country 136,Claim Number 25046,LEXUS,LX570,2019,2019,2. Four Wheel Drive, 200K to 250K ,"-1,000.00 "
Policy Number 19219,Country 136,Claim Number 25046,LEXUS,LX570,2019,2019,2. Four Wheel Drive, 200K to 250K ," 14,300.00 "
Policy Number 16084,Country 091,Claim Number 12310,CHEVROLET,CRUZE,2019,2019,1. Saloon, 50K to 75K ,-195.00 
Policy Number 16673,Country 053,Claim Number 12938,HONDA,CRV,2019,2020,2. Four Wheel Drive, 25K to 50K ," 4,500.00 "
Policy Number 17016,Country 053,Claim Number 12624,HONDA,ACCORD,2019,2019,1. Saloon, 100K to 150K ," 6,300.00 "
Policy Number 15278,Country 118,Claim Number 8288,HYUNDAI,SANTA FE,2019,2019,2. Four Wheel Drive, 250K+ ," 1,800.00 "
Policy Number 18787,Country 053,Claim Number 20924,TOYOTA,FORTUNER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 4,000.00 "
Policy Number 16651,Country 053,Claim Number 13118,DODGE,DURANGO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 3,145.00 "
Policy Number 16285,Country 053,Claim Number 12440,BMW,5 SERIES,2019,2019,1. Saloon, 100K to 150K ," 16,100.00 "
Policy Number 16953,Country 053,Claim Number 12766,NISSAN,X TRAIL,2019,2020,2. Four Wheel Drive, 75K to 100K , 340.00 
Policy Number 16028,Not Available,Claim Number 12631,TOYOTA,YARIS,2019,2019,1. Saloon, 25K to 50K ," 1,800.00 "
Policy Number 15048,Country 091,Claim Number 5991,KING LONG,XMQ6858,2019,2019,4. Buses, 100K to 150K ," 5,700.00 "
Policy Number 15048,Country 091,Claim Number 5991,KING LONG,XMQ6858,2019,2019,4. Buses, 100K to 150K ,-750.00 
Policy Number 15095,Country 091,Claim Number 5970,YUTONG,ZK6122HD9,2019,2019,4. Buses, 100K to 150K ," 7,300.00 "
Policy Number 17016,Country 053,Claim Number 12624,HONDA,ACCORD,2019,2019,1. Saloon, 100K to 150K ,-500.00 
Policy Number 17104,Country 053,Claim Number 12749,TOYOTA,RAV 4,2019,2020,2. Four Wheel Drive, 50K to 75K ," 19,000.00 "
Policy Number 18616,Country 053,Claim Number 21728,HONDA,HRV,2019,2020,2. Four Wheel Drive, 75K to 100K ," 5,600.00 "
Policy Number 18616,Country 053,Claim Number 21728,HONDA,HRV,2019,2020,2. Four Wheel Drive, 75K to 100K ,-350.00 
Policy Number 17875,Country 091,Claim Number 21568,DODGE,DURANGO,2018,2020,2. Four Wheel Drive, 150K to 200K ," 10,300.00 "
Policy Number 17875,Country 091,Claim Number 21568,DODGE,DURANGO,2018,2020,2. Four Wheel Drive, 150K to 200K ,-500.00 
Policy Number 17116,Country 053,Claim Number 12907,HONDA,ACCORD,2019,2020,1. Saloon, 50K to 75K ," 8,200.00 "
Policy Number 16777,Country 053,Claim Number 12673,HONDA,HRV,2019,2020,2. Four Wheel Drive, 50K to 75K ," 5,500.00 "
Policy Number 16777,Country 053,Claim Number 12673,HONDA,HRV,2019,2020,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 18316,Country 053,Claim Number 21486,TOYOTA,AVANZA,2019,2019,2. Four Wheel Drive, 50K to 75K ," 10,800.00 "
Policy Number 18316,Country 053,Claim Number 21486,TOYOTA,AVANZA,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 16075,Country 053,Claim Number 12386,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ," 6,400.00 "
Policy Number 16075,Country 053,Claim Number 12386,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ,-350.00 
Policy Number 15102,Country 091,Claim Number 6013,ASHOK LEYLAND,FALCON,2019,2020,4. Buses, 25K to 50K ," 4,200.00 "
Policy Number 17086,Country 053,Claim Number 12593,DODGE,DURANGO,2019,2020,2. Four Wheel Drive, 100K to 150K ," 10,800.00 "
Policy Number 17086,Country 053,Claim Number 12593,DODGE,DURANGO,2019,2020,2. Four Wheel Drive, 100K to 150K ,-500.00 
Policy Number 18086,Not Available,Claim Number 21729,TOYOTA,LAND CRUISER PRADO,2019,2020,2. Four Wheel Drive, 100K to 150K ," 3,100.00 "
Policy Number 16854,Country 056,Claim Number 12966,TOYOTA,COROLLA,2019,2020,1. Saloon, 50K to 75K ," 8,100.00 "
Policy Number 16854,Country 056,Claim Number 12966,TOYOTA,COROLLA,2019,2020,1. Saloon, 50K to 75K ,-350.00 
Policy Number 17104,Country 053,Claim Number 12749,TOYOTA,RAV 4,2019,2020,2. Four Wheel Drive, 50K to 75K ,-500.00 
Policy Number 15278,Country 038,Claim Number 8576,NISSAN,ALTIMA,2019,2019,1. Saloon, 250K+ ," 7,500.00 "
Policy Number 18566,Country 053,Claim Number 21550,KIA,SPORTAGE,2019,2020,2. Four Wheel Drive, 25K to 50K ," 1,700.00 "
Policy Number 15924,Country 053,Claim Number 12351,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 25K to 50K , 900.00 
Policy Number 15924,Country 053,Claim Number 12351,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 15924,Country 053,Claim Number 12350,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 25K to 50K , 700.00 
Policy Number 15924,Country 053,Claim Number 12350,NISSAN,X TRAIL,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 15082,Country 053,Claim Number 5648,HIGER,KLQ6129,2019,2019,4. Buses, 100K to 150K , 500.00 
Policy Number 18550,Country 090,Claim Number 21375,NISSAN,PATROL,2019,2019,2. Four Wheel Drive, 75K to 100K , 900.00 
Policy Number 16534,Country 053,Claim Number 13155,HONDA,ACCORD,2019,2019,1. Saloon, 0 to 25K ," 1,200.00 "
Policy Number 16982,Country 102,Claim Number 12553,HONDA,HRV,2019,2019,2. Four Wheel Drive, 50K to 75K ," 12,500.00 "
Policy Number 15601,Country 053,Claim Number 12528,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ," 5,500.00 "
Policy Number 15601,Country 053,Claim Number 12528,HONDA,CIVIC,2019,2019,1. Saloon, 50K to 75K ,-350.00 
Policy Number 17212,Country 053,Claim Number 12512,JEEP,GRAND CHEROKEE,2019,2019,2. Four Wheel Drive, 100K to 150K ," 2,800.00 "
Policy Number 15279,Country 053,Claim Number 8592,TOYOTA,COROLLA,2019,2019,1. Saloon, 250K+ ," 3,900.00 "
Policy Number 18738,Country 091,Claim Number 21581,HONDA,CRV,2019,2020,2. Four Wheel Drive, 0 to 25K ," 1,900.00 "
Policy Number 17817,Country 053,Claim Number 21341,NISSAN,TIIDA,2018,2019,1. Saloon, 0 to 25K ," 1,200.00 "
Policy Number 17817,Country 053,Claim Number 21341,NISSAN,TIIDA,2018,2019,1. Saloon, 0 to 25K ,-350.00 
Policy Number 19083,Country 038,Claim Number 21355,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 1,000.00 "
Policy Number 19083,Country 038,Claim Number 21355,NISSAN,PATHFINDER,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 15203,Country 053,Claim Number 5885,ASHOK LEYLAND,FALCON,2019,2019,4. Buses, 100K to 150K ," 6,000.00 "
Policy Number 17874,Country 091,Claim Number 21522,TOYOTA,LAND CRUISER PRADO,2018,2019,2. Four Wheel Drive, 25K to 50K ," 1,900.00 "
Policy Number 18154,Country 024,Claim Number 20103,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 25K to 50K , 800.00 
Policy Number 18277,Country 044,Claim Number 21386,NISSAN,JUKE,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,800.00 "
Policy Number 17048,Not Available,Claim Number 13143,HYUNDAI,ACCENT,2019,2020,1. Saloon, 50K to 75K , 350.00 
Policy Number 17276,Country 080,Claim Number 13158,TOYOTA,RAV 4,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,975.00 "
Policy Number 16721,Country 076,Claim Number 11460,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 0 to 25K ," 3,200.00 "
Policy Number 17030,Country 012,Claim Number 12345,TOYOTA,COROLLA,2019,2019,1. Saloon, 0 to 25K ," 8,000.00 "
Policy Number 17073,Country 091,Claim Number 12660,TOYOTA,LAND CRUISER PRADO,2019,2019,2. Four Wheel Drive, 0 to 25K , 950.00 
Policy Number 16090,Country 053,Claim Number 13156,MERCEDES BENZ,E-CLASS,2019,2019,1. Saloon, 0 to 25K ," 2,500.00 "
Policy Number 18228,Country 053,Claim Number 20662,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 15760,Country 094,Claim Number 12271,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 19180,Country 011,Claim Number 23780,MERCEDES BENZ,S-CLASS,2018,2019,1. Saloon, 0 to 25K , 900.00 
Policy Number 16659,Country 094,Claim Number 13012,NISSAN,JUKE,2019,2020,2. Four Wheel Drive, 25K to 50K , 400.00 
Policy Number 15735,Country 012,Claim Number 11411,TOYOTA,COROLLA,2019,2019,1. Saloon, 0 to 25K ,"-7,000.00 "
Policy Number 15179,Country 091,Claim Number 5922,TOYOTA,COASTER,2019,2019,4. Buses, 25K to 50K ," 2,200.00 "
Policy Number 18711,Country 053,Claim Number 20413,MAZDA,6,2019,2019,1. Saloon, 0 to 25K ," 3,600.00 "
Policy Number 16364,Country 122,Claim Number 12249,RENAULT,SYMBOL,2019,2019,1. Saloon, 25K to 50K ," 2,700.00 "
Policy Number 17563,Country 053,Claim Number 17086,HYUNDAI,TUCSON,2018,2018,2. Four Wheel Drive, 25K to 50K , 800.00 
Policy Number 17200,Country 124,Claim Number 13154,TOYOTA,CAMRY,2019,2019,1. Saloon, 0 to 25K ," 2,400.00 "
Policy Number 16483,Country 063,Claim Number 12168,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 0 to 25K ,"-12,500.00 "
Policy Number 15286,Country 091,Claim Number 8509,TOYOTA,HIACE,2019,2019,3A. Light Pick-Ups and Vans upto 3 Tons, 250K+ ,"-18,170.00 "
Policy Number 19002,Country 069,Claim Number 21429,PEUGEOT,301,2019,2019,1. Saloon, 25K to 50K ," 2,086.00 "
Policy Number 18948,Country 053,Claim Number 20934,LINCOLN,NAVIGATOR,2019,2019,2. Four Wheel Drive, 150K to 200K ," 10,700.00 "
Policy Number 17949,Country 053,Claim Number 21924,TOYOTA,RAV 4,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,200.00 "
Policy Number 16353,Country 053,Claim Number 13265,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K , 300.00 
Policy Number 15887,Country 053,Claim Number 11899,HONDA,CRV,2019,2019,2. Four Wheel Drive, 75K to 100K ," 3,500.00 "
Policy Number 17036,Not Available,Claim Number 13114,MITSUBISHI,LANCER,2019,2019,1. Saloon, 0 to 25K ," 3,000.00 "
Policy Number 16846,Country 062,Claim Number 12183,KIA,RIO,2019,2019,1. Saloon, 0 to 25K ," 1,800.00 "
Policy Number 17563,Country 053,Claim Number 17086,HYUNDAI,TUCSON,2018,2018,2. Four Wheel Drive, 25K to 50K ,-800.00 
Policy Number 17563,Country 053,Claim Number 17086,HYUNDAI,TUCSON,2018,2018,2. Four Wheel Drive, 25K to 50K , 800.00 
Policy Number 17764,Not Available,Claim Number 21928,TOYOTA,COROLLA,2018,2019,1. Saloon, 25K to 50K ," 1,000.00 "
Policy Number 18320,Country 053,Claim Number 21504,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,900.00 "
Policy Number 18320,Country 053,Claim Number 21504,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 18588,Country 053,Claim Number 21533,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 1,200.00 "
Policy Number 18588,Country 053,Claim Number 21533,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 16648,Country 094,Claim Number 12272,MITSUBISHI,ASX,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,300.00 "
Policy Number 15029,Country 053,Claim Number 6042,TOYOTA,COASTER,2019,2019,4. Buses, 100K to 150K ," 4,200.00 "
Policy Number 18928,Country 053,Claim Number 21929,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 50K to 75K , 600.00 
Policy Number 15032,Country 091,Claim Number 6065,TOYOTA,COASTER,2019,2019,4. Buses, 75K to 100K ," 3,800.00 "
Policy Number 15817,Country 116,Claim Number 12444,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,100.00 "
Policy Number 15817,Country 116,Claim Number 12444,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 17878,Country 091,Claim Number 21113,HONDA,CITY,2018,2019,1. Saloon, 25K to 50K ," 6,500.00 "
Policy Number 17878,Country 091,Claim Number 21113,HONDA,CITY,2018,2019,1. Saloon, 25K to 50K ,-350.00 
Policy Number 16680,Country 053,Claim Number 11833,VOLKSWAGEN,TIGUAN,2019,2019,2. Four Wheel Drive, 50K to 75K ," 2,500.00 "
Policy Number 16680,Country 053,Claim Number 11833,VOLKSWAGEN,TIGUAN,2019,2019,2. Four Wheel Drive, 50K to 75K ,-350.00 
Policy Number 17551,Country 139,Claim Number 21235,MITSUBISHI,PAJERO SPORT,2018,2019,2. Four Wheel Drive, 25K to 50K ," 2,200.00 "
Policy Number 17551,Country 139,Claim Number 21235,MITSUBISHI,PAJERO SPORT,2018,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 16648,Country 094,Claim Number 12272,MITSUBISHI,ASX,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 18228,Country 053,Claim Number 21263,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,400.00 "
Policy Number 18228,Country 053,Claim Number 21263,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 18228,Country 053,Claim Number 20662,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K , 500.00 
Policy Number 18527,Country 147,Claim Number 20126,TOYOTA,FORTUNER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,000.00 "
Policy Number 15265,Country 064,Claim Number 8653,ANKAI,CITY,2017,2017,4. Buses, 250K+ ," 1,000.00 "
Policy Number 15335,Country 053,Claim Number 10608,VOLVO,FH 440,2017,2018,3B. Heavy Trucks over 3 Tons, 250K+ ," 2,279.00 "
Policy Number 18884,Country 053,Claim Number 21048,NISSAN,ALTIMA,2019,2019,1. Saloon, 0 to 25K ," 1,500.00 "
Policy Number 18884,Country 053,Claim Number 21048,NISSAN,ALTIMA,2019,2019,1. Saloon, 0 to 25K ,-350.00 
Policy Number 17632,Country 062,Claim Number 20923,FORD,EDGE,2018,2019,2. Four Wheel Drive, 75K to 100K ," 1,470.00 "
Policy Number 16019,Country 063,Claim Number 12179,KIA,RIO,2019,2019,1. Saloon, 0 to 25K ," 1,250.00 "
Policy Number 15893,Country 137,Claim Number 12450,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 25K to 50K ," 3,800.00 "
Policy Number 15893,Country 137,Claim Number 12450,KIA,SPORTAGE,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 15872,Country 053,Claim Number 12358,TOYOTA,YARIS,2019,2019,1. Saloon, 25K to 50K , 900.00 
Policy Number 17900,Country 137,Claim Number 21450,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 75K to 100K ," 1,500.00 "
Policy Number 16783,Country 053,Claim Number 12244,HONDA,CIVIC,2019,2019,1. Saloon, 0 to 25K ," 1,500.00 "
Policy Number 19057,Country 053,Claim Number 21366,HONDA,CRV,2019,2019,2. Four Wheel Drive, 50K to 75K , 900.00 
Policy Number 18657,Country 094,Claim Number 21311,MITSUBISHI,MONTERO,2019,2019,2. Four Wheel Drive, 50K to 75K ," 4,200.00 "
Policy Number 16910,Country 053,Claim Number 12417,TOYOTA,COROLLA,2019,2019,1. Saloon, 0 to 25K ," 4,300.00 "
Policy Number 18228,Country 053,Claim Number 21463,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K , 900.00 
Policy Number 16472,Country 053,Claim Number 12461,MITSUBISHI,GALANT,2019,2019,1. Saloon, 0 to 25K ," 1,300.00 "
Policy Number 16472,Country 053,Claim Number 12461,MITSUBISHI,GALANT,2019,2019,1. Saloon, 0 to 25K ,-350.00 
Policy Number 18092,Country 053,Claim Number 21460,SUZUKI,Grand Vitara,2019,2019,2. Four Wheel Drive, 25K to 50K ," 4,500.00 "
Policy Number 18092,Country 053,Claim Number 21460,SUZUKI,Grand Vitara,2019,2019,2. Four Wheel Drive, 25K to 50K ,-350.00 
Policy Number 15760,Country 094,Claim Number 12271,FORD,EXPLORER,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,100.00 "
Policy Number 17939,Country 094,Claim Number 21094,HYUNDAI,TUCSON,2019,2019,2. Four Wheel Drive, 25K to 50K ," 1,300.00 "
Policy Number 18228,Country 053,Claim Number 21510,HONDA,CRV,2019,2019,2. Four Wheel Drive, 25K to 50K ," 2,000.00 "
Policy Number 16235,Country 053,Claim Number 12280,FORD,ESCAPE,2019,2019,2. Four Wheel Drive, 0 to 25K , 900.00 
Policy Number 18360,Country 053,Claim Number 21424,MITSUBISHI,PAJERO,2019,2019,2. Four Wheel Drive, 25K to 50K , 900.00 
Policy Number 17112,Country 053,Claim Number 12397,AUDI,Q5,2019,2019,2. Four Wheel Drive, 100K to 150K , 900.00 
Policy Number 16875,Country 053,Claim Number 12561,TOYOTA,YARIS,2019,2019,1. Saloon, 25K to 50K , 800.00 
Policy Number 17882,Country 053,Claim Number 21138,MITSUBISHI,PAJERO,2018,2019,2. Four Wheel Drive, 75K to 100K ," 10,000.00 "
Policy Number 18405,Country 012,Claim Number 21111,TOYOTA,RAV 4,2019,2019,2. Four Wheel Drive, 50K to 75K , 500.00 
Policy Number 17862,Country 053,Claim Number 20608,SUZUKI,SX4,2018,2019,1. Saloon, 0 to 25K ," 1,245.00 "
